,u_id,revenue,buy_ts
9608,11247937848471954286,0.49,2017-09-29 11:25:00
9609,9717719112529363193,22.0,2017-09-29 11:27:00
9610,11900119694198231348,2.44,2017-09-29 11:30:00
9611,1421027344545114235,2.44,2017-09-29 11:38:00
9612,13147356320263730345,4.03,2017-09-29 11:39:00
9613,16019550108362359205,9.17,2017-09-29 11:42:00
9614,11566981771298339253,55.0,2017-09-29 11:43:00
9615,4055299269544869949,2.69,2017-09-29 11:48:00
9616,1013589718156821615,2.44,2017-09-29 11:48:00
9617,18247702635730458251,3.67,2017-09-29 11:52:00
9618,17076272188883905440,0.61,2017-09-29 11:53:00
9619,9510118148838374433,7.33,2017-09-29 11:54:00
9620,11080703860137677350,2.81,2017-09-29 11:59:00
9621,15061660765635326095,2.22,2017-09-29 12:02:00
9622,11830780024201983083,6.72,2017-09-29 12:03:00
9623,16806304478075360269,2.93,2017-09-29 12:10:00
9624,17076272188883905440,2.44,2017-09-29 12:12:00
9625,15616480246211890988,0.73,2017-09-29 12:16:00
9626,3906192105699254980,6.05,2017-09-29 12:26:00
9627,7041648911474692247,2.2,2017-09-29 12:29:00
9628,14213864463247997611,7.33,2017-09-29 12:29:00
9629,9158381291556982495,1.53,2017-09-29 12:30:00
9630,6835235200951262118,7.94,2017-09-29 12:46:00
9631,17703942737345518647,1.1,2017-09-29 12:50:00
9632,11041936808986725956,1.94,2017-09-29 12:56:00
9633,333290211729629167,0.55,2017-09-29 12:57:00
9634,11920452646463905188,5.5,2017-09-29 12:57:00
9635,10534330097262531592,51.33,2017-09-29 12:58:00
9636,10939919002703905751,2.29,2017-09-29 13:03:00
9637,12484217171742106373,1.34,2017-09-29 13:08:00
9638,9837105019924735833,1.28,2017-09-29 13:11:00
9639,1894715288616351495,7.94,2017-09-29 13:12:00
9640,17409628807490978399,9.78,2017-09-29 13:18:00
9641,4185354971384700609,3.67,2017-09-29 13:20:00
9642,7994360730772283318,2.57,2017-09-29 13:21:00
9643,9831668406906923813,0.73,2017-09-29 13:21:00
9644,18049601560139738275,1.1,2017-09-29 13:27:00
9645,3195297617054625621,4.03,2017-09-29 13:31:00
9646,695841182666137543,2.14,2017-09-29 13:32:00
9647,2170410655736627104,0.92,2017-09-29 13:38:00
9648,5940911700561537774,0.98,2017-09-29 13:38:00
9649,3195297617054625621,4.03,2017-09-29 13:50:00
9650,14066906411978684464,0.98,2017-09-29 13:53:00
9651,13748697097791877185,4.28,2017-09-29 13:55:00
9652,7658999288253806631,4.28,2017-09-29 13:56:00
9653,14659379304499109374,2.44,2017-09-29 13:56:00
9654,9019681082555518724,3.67,2017-09-29 13:58:00
9655,7168207294894140411,5.87,2017-09-29 14:09:00
9656,3027132578179050424,5.5,2017-09-29 14:12:00
9657,16047444486498548755,1.83,2017-09-29 14:13:00
9658,16331387610920790396,7.94,2017-09-29 14:13:00
9659,16207438156793100505,3.05,2017-09-29 14:14:00
9660,15481305683985549956,7.33,2017-09-29 14:16:00
9661,6450963227502043678,7.94,2017-09-29 14:21:00
9662,13767233783897812686,6.11,2017-09-29 14:25:00
9663,14251925849286003367,1.1,2017-09-29 14:27:00
9664,9593987974056005151,1.47,2017-09-29 14:29:00
9665,228379563587210523,0.49,2017-09-29 14:49:00
9666,7751460749097743022,1.34,2017-09-29 14:54:00
9667,11609744714501689299,2.75,2017-09-29 14:57:00
9668,13888745432979765063,10.08,2017-09-29 15:02:00
9669,1128598215107526173,6.0,2017-09-29 15:07:00
9670,10976555814004792163,1.83,2017-09-29 15:11:00
9671,11501765541845215811,0.37,2017-09-29 15:12:00
9672,992969847775472032,0.37,2017-09-29 15:12:00
9673,14492595769046029895,6.11,2017-09-29 15:21:00
9674,1620256057856167165,1.83,2017-09-29 15:23:00
9675,6731421022966725351,2.44,2017-09-29 15:36:00
9676,10828658107468187616,1.83,2017-09-29 15:39:00
9677,1457537016336779203,9.78,2017-09-29 15:48:00
9678,16973284598639969019,0.61,2017-09-29 15:57:00
9679,2075169539826175258,6.11,2017-09-29 16:01:00
9680,4394506233053867282,0.28,2017-09-29 16:04:00
9681,7658659437675587882,0.37,2017-09-29 16:21:00
9682,14520138522820598671,15.89,2017-09-29 16:37:00
9683,9876442322789703372,0.85,2017-09-29 16:41:00
9684,8278680770588562582,2.93,2017-09-29 16:46:00
9685,10028804330455633823,3.67,2017-09-29 16:48:00
9686,3499967677428839335,2.2,2017-09-29 16:49:00
9687,2828066180294389576,2.93,2017-09-29 16:59:00
9688,7303225456310913890,7.33,2017-09-29 17:03:00
9689,14241831557342910055,1.95,2017-09-29 17:06:00
9690,15906470122432447513,4.28,2017-09-29 17:12:00
9691,1099310251819577326,5.44,2017-09-29 17:24:00
9692,5153165599869719708,3.67,2017-09-29 17:30:00
9693,1776775930248536778,14.67,2017-09-29 17:30:00
9694,18154916113715686791,0.73,2017-09-29 17:31:00
9695,4593715260645612073,2.2,2017-09-29 17:36:00
9696,2197503556348377568,0.18,2017-09-29 17:38:00
9697,5377546843733088825,0.85,2017-09-29 17:42:00
9698,18166567728619643184,5.5,2017-09-29 17:46:00
9699,13990408868879617827,1.83,2017-09-29 17:54:00
9700,11920452646463905188,11.92,2017-09-29 17:54:00
9701,3251977716071961803,2.44,2017-09-29 17:58:00
9702,4082642341744551471,0.85,2017-09-29 18:01:00
9703,7830011056192924988,1.1,2017-09-29 18:02:00
9704,3101256773183049457,1.65,2017-09-29 18:02:00
9705,5139615590553126732,2.44,2017-09-29 18:02:00
9706,13733490965833003775,7.94,2017-09-29 18:03:00
9707,2215439219787588374,0.18,2017-09-29 18:05:00
9708,14163263247575269712,1.83,2017-09-29 18:12:00
9709,10490041657652392837,5.5,2017-09-29 18:14:00
9710,2668507363237559802,7.94,2017-09-29 18:17:00
9711,6934932397393858780,1.47,2017-09-29 18:24:00
9712,16645470360637068353,0.98,2017-09-29 18:34:00
9713,10113955157646061733,4.28,2017-09-29 18:35:00
9714,4791389904743156593,1.83,2017-09-29 18:36:00
9715,12382271156044261287,0.37,2017-09-29 18:39:00
9716,8673890496628921255,10.08,2017-09-29 18:40:00
9717,18058539223441736567,9.78,2017-09-29 18:42:00
9718,844700932473996864,5.5,2017-09-29 18:42:00
9719,5398093785918244390,3.97,2017-09-29 18:47:00
9720,15699886165242087006,5.62,2017-09-29 18:48:00
9721,18054494227373849651,1.28,2017-09-29 18:50:00
9722,17281969087304270613,2.75,2017-09-29 18:52:00
9723,7927398225985102547,1.34,2017-09-29 18:54:00
9724,5377546843733088825,0.85,2017-09-29 19:02:00
9725,4186050839389281220,9.78,2017-09-29 19:03:00
9726,2088223876790124022,3.54,2017-09-29 19:09:00
9727,13998830307286414964,3.67,2017-09-29 19:11:00
9728,13888745432979765063,4.89,2017-09-29 19:14:00
9729,11920452646463905188,2.81,2017-09-29 19:14:00
9730,16894378923874178623,7.33,2017-09-29 19:17:00
9731,14599990727448127995,4.89,2017-09-29 19:23:00
9732,10779110528134285836,1.94,2017-09-29 19:26:00
9733,6459444427581275952,0.98,2017-09-29 19:33:00
9734,18354519099047033351,0.61,2017-09-29 19:49:00
9735,5534448857476825658,1.47,2017-09-29 19:59:00
9736,13612092531077201272,4.89,2017-09-29 20:00:00
9737,11920452646463905188,1.47,2017-09-29 20:08:00
9738,7910193858152765915,12.22,2017-09-29 20:14:00
9739,10630025992927673771,2.69,2017-09-29 20:21:00
9740,5395589744907850608,2.2,2017-09-29 20:26:00
9741,11132459257615641487,3.67,2017-09-29 20:30:00
9742,15699620031567170458,12.22,2017-09-29 20:38:00
9743,12955476417090091541,4.89,2017-09-29 20:40:00
9744,5022041265929478041,1.22,2017-09-29 20:41:00
9745,1374539584654251684,3.67,2017-09-29 20:56:00
9746,3319557025503436379,1.95,2017-09-29 21:05:00
9747,18154916113715686791,1.47,2017-09-29 21:08:00
9748,5528709020860757503,4.28,2017-09-29 21:20:00
9749,5662800771407178406,0.18,2017-09-29 21:22:00
9750,13120009967259411016,4.33,2017-09-29 21:28:00
9751,17252462709033655735,4.58,2017-09-29 21:35:00
9752,3007784437540122641,3.05,2017-09-29 21:42:00
9753,17517271085355271949,2.93,2017-09-29 21:54:00
9754,4570712583298770088,2.44,2017-09-29 21:56:00
9755,13116660083276003557,2.69,2017-09-29 21:58:00
9756,7937049628463803647,3.67,2017-09-29 22:00:00
9757,15699620031567170458,12.22,2017-09-29 22:02:00
9758,16721170770349572531,6.11,2017-09-29 22:08:00
9759,12707496093263011480,1.83,2017-09-29 22:09:00
9760,2118308387310076437,3.12,2017-09-29 22:14:00
9761,12955148088970972693,0.92,2017-09-29 22:14:00
9762,799858363684116635,21.69,2017-09-29 22:23:00
9763,15599959590466087775,0.18,2017-09-29 22:29:00
9764,1668300487562478408,28.23,2017-09-29 22:32:00
9765,16578853268925512652,1.11,2017-09-29 22:34:00
9766,11218248891942632814,44.85,2017-09-29 22:37:00
9767,10140066039331302145,0.43,2017-09-29 22:40:00
9768,13072456842007207793,1.83,2017-09-29 22:43:00
9769,1776775930248536778,3.67,2017-09-29 22:46:00
9770,4084630096700888133,3.05,2017-09-29 22:46:00
9771,2640653856743636651,2.44,2017-09-29 22:52:00
9772,4876963227263996600,1.88,2017-09-29 23:03:00
9773,4655082687762689130,2.44,2017-09-29 23:10:00
9774,8207274480946663635,1.94,2017-09-29 23:13:00
9775,11018192294124069035,4.28,2017-09-29 23:30:00
9776,6391490420924687225,1.77,2017-09-29 23:32:00
9777,5469685621987015412,19.55,2017-09-29 23:33:00
9778,3279424016167855851,3.67,2017-09-29 23:34:00
9779,1006513870753587065,4.67,2017-09-29 23:36:00
9780,2117126214096630566,2.2,2017-09-29 23:49:00
9781,8751198870874344582,0.39,2017-09-29 23:58:00
9782,16519646556550087599,1.65,2017-09-30 00:04:00
9783,18380511965370746435,4.89,2017-09-30 00:12:00
9784,18031000609404605332,0.55,2017-09-30 00:13:00
9785,14406845333626222532,3.97,2017-09-30 00:13:00
9786,12289967133758192045,0.98,2017-09-30 00:25:00
9787,3775023245983609593,18.33,2017-09-30 00:48:00
9788,4375356074226491151,3.67,2017-09-30 00:49:00
9789,11732767030619969250,4.28,2017-09-30 01:05:00
9790,4288958292950453135,6.6,2017-09-30 01:10:00
9791,681350444777723745,1.83,2017-09-30 02:14:00
9792,7731763734951982564,0.37,2017-09-30 07:20:00
9793,409081147129158587,8.07,2017-09-30 08:42:00
9794,999500979046078102,9.17,2017-09-30 09:27:00
9795,17260945920541786452,2.44,2017-09-30 10:06:00
9796,13770786617436293850,1.83,2017-09-30 10:07:00
9797,17139263432755053768,1.95,2017-09-30 10:07:00
9798,6239298803430456813,1.1,2017-09-30 10:11:00
9799,5178285371846250379,2.32,2017-09-30 10:16:00
9800,16118742129536584,0.18,2017-09-30 10:23:00
9801,3503994028097523992,2.44,2017-09-30 10:31:00
9802,7349259997684487156,0.49,2017-09-30 10:52:00
9803,3720973505538153057,0.98,2017-09-30 11:06:00
9804,15787467246987360759,4.89,2017-09-30 11:08:00
9805,17581137632124779416,1.65,2017-09-30 11:09:00
9806,13062777142855651490,0.98,2017-09-30 11:12:00
9807,16691350570949130236,1.22,2017-09-30 11:15:00
9808,4062015782446134300,8.55,2017-09-30 11:17:00
9809,15764449047769972102,4.15,2017-09-30 11:21:00
9810,6731421022966725351,6.11,2017-09-30 11:29:00
9811,17147521536112525591,0.98,2017-09-30 11:35:00
9812,15699620031567170458,12.22,2017-09-30 11:38:00
9813,10892396376771002243,3.05,2017-09-30 11:40:00
9814,18387433070585396862,1.22,2017-09-30 11:41:00
9815,3027132578179050424,0.92,2017-09-30 11:43:00
9816,6066680002552910876,1.1,2017-09-30 11:45:00
9817,6239298803430456813,1.1,2017-09-30 12:09:00
9818,18174779733464938046,2.44,2017-09-30 12:12:00
9819,14095382864986879128,2.33,2017-09-30 12:24:00
9820,6395074822260307755,2.75,2017-09-30 12:26:00
9821,11544716199367131170,1.47,2017-09-30 12:42:00
9822,10029068528085152222,1.53,2017-09-30 12:52:00
9823,17999372575896145244,12.22,2017-09-30 13:05:00
9824,488319621579718823,5.5,2017-09-30 13:11:00
9825,5708297327049256424,11.0,2017-09-30 13:28:00
9826,11920452646463905188,2.63,2017-09-30 13:31:00
9827,6443866559208119804,6.11,2017-09-30 13:36:00
9828,1722370837391696678,1.22,2017-09-30 13:40:00
9829,17601670114142361363,0.92,2017-09-30 13:59:00
9830,11884736593355132237,1.22,2017-09-30 14:08:00
9831,12336851784683641034,11.98,2017-09-30 14:15:00
9832,6731421022966725351,26.28,2017-09-30 14:20:00
9833,15062792866098301798,7.33,2017-09-30 14:30:00
9834,18048543579266489969,0.98,2017-09-30 14:36:00
9835,15234684426322279127,0.37,2017-09-30 14:41:00
9836,9013026145018523906,6.11,2017-09-30 15:05:00
9837,8487257032266472344,4.28,2017-09-30 15:05:00
9838,17244931441217351602,2.44,2017-09-30 15:06:00
9839,8692277279621402242,2.72,2017-09-30 15:16:00
9840,2712751556957000655,1.95,2017-09-30 15:43:00
9841,3644482766749211722,3.91,2017-09-30 15:44:00
9842,17292770885776470875,14.6,2017-09-30 15:50:00
9843,11633063501417045822,0.37,2017-09-30 15:52:00
9844,6731421022966725351,1.83,2017-09-30 15:53:00
9845,12636267973140613304,1.47,2017-09-30 15:58:00
9846,8539015707073391293,19.55,2017-09-30 16:06:00
9847,6731421022966725351,3.48,2017-09-30 16:31:00
9848,4615128285779085562,3.05,2017-09-30 16:34:00
9849,1279030626958690720,1.25,2017-09-30 16:43:00
9850,17764230000621059686,2.75,2017-09-30 16:47:00
9851,17008800975831157297,0.85,2017-09-30 16:50:00
9852,11962306486176658682,14.67,2017-09-30 16:53:00
9853,2957559245151459990,5.5,2017-09-30 16:54:00
9854,16357550782433948500,0.37,2017-09-30 16:56:00
9855,18436524371700707921,3.05,2017-09-30 16:58:00
9856,3169660443310965910,5.62,2017-09-30 17:02:00
9857,6731421022966725351,0.92,2017-09-30 17:10:00
9858,7548183071256471346,3.05,2017-09-30 17:12:00
9859,17999372575896145244,12.22,2017-09-30 17:15:00
9860,14061220281966483605,1.47,2017-09-30 17:19:00
9861,3501596628378158474,7.94,2017-09-30 17:21:00
9862,13055700552613086861,6.11,2017-09-30 17:38:00
9863,10369333700601650284,9.78,2017-09-30 17:40:00
9864,5501637633844279637,0.61,2017-09-30 17:42:00
9865,7055122487739245702,1.94,2017-09-30 17:47:00
9866,2711111703107193690,1.83,2017-09-30 17:53:00
9867,12527133634512774323,3.97,2017-09-30 18:07:00
9868,14896031881593414463,1.83,2017-09-30 18:18:00
9869,17807119259977416549,3.3,2017-09-30 18:29:00
9870,5350798733566900067,2.75,2017-09-30 18:35:00
9871,15364148623145853745,6.42,2017-09-30 18:57:00
9872,11799195252627276759,0.37,2017-09-30 19:00:00
9873,8360669922451567653,2.93,2017-09-30 19:00:00
9874,5204174921688657853,1.1,2017-09-30 19:22:00
9875,2747459184040156266,0.85,2017-09-30 20:05:00
9876,12546479248135151790,4.03,2017-09-30 20:07:00
9877,2730780649428857626,10.67,2017-09-30 20:08:00
9878,6512808963532629713,0.37,2017-09-30 20:25:00
9879,10887320517714085832,1.83,2017-09-30 20:40:00
9880,2834022280944248260,1.83,2017-09-30 20:42:00
9881,18310828671358643572,1.83,2017-09-30 20:44:00
9882,17147521536112525591,3.91,2017-09-30 20:50:00
9883,5950819732681834976,0.55,2017-09-30 20:53:00
9884,16739335904732094535,9.44,2017-09-30 21:10:00
9885,18380511965370746435,4.89,2017-09-30 21:11:00
9886,12633648685448621379,0.61,2017-09-30 21:17:00
9887,8824208255725954203,3.67,2017-09-30 21:22:00
9888,12423728313243136246,7.33,2017-09-30 21:24:00
9889,12965050839837568212,6.72,2017-09-30 21:41:00
9890,2561414564338622802,12.34,2017-09-30 21:42:00
9891,4409270663166294930,2.44,2017-09-30 21:43:00
9892,17659580574988600656,0.18,2017-09-30 22:05:00
9893,5447875850589195224,1.47,2017-09-30 22:06:00
9894,15199180752153663946,4.89,2017-09-30 22:07:00
9895,11951412314738091349,2.44,2017-09-30 22:12:00
9896,16565028762035781069,4.89,2017-09-30 22:14:00
9897,10522918955135988105,0.73,2017-09-30 22:19:00
9898,18039003357871093087,3.54,2017-09-30 22:20:00
9899,3373721547621081553,3.67,2017-09-30 22:21:00
9900,4221020728570584230,1.1,2017-09-30 22:26:00
9901,13192110125857471573,4.89,2017-09-30 22:33:00
9902,13851979903092366443,1.83,2017-09-30 22:42:00
9903,1668300487562478408,32.27,2017-09-30 22:42:00
9904,15925826577084455011,1.22,2017-09-30 22:46:00
9905,2561414564338622802,39.35,2017-09-30 22:50:00
9906,8924653180948708702,1.47,2017-09-30 23:00:00
9907,12633648685448621379,0.61,2017-09-30 23:01:00
9908,13021578235150224506,3.42,2017-09-30 23:09:00
9909,13007454147779607534,18.33,2017-09-30 23:38:00
9910,16970050207797663963,6.11,2017-09-30 23:46:00
9911,11108631484349381433,14.94,2017-10-01 00:06:00
9912,15924568306934771592,4.64,2017-10-01 00:23:00
9913,9101228601180393981,1.47,2017-10-01 00:39:00
9914,1490141628090474038,1.1,2017-10-01 01:21:00
9915,11817469444500765019,0.37,2017-10-01 01:27:00
9916,15975571928339116331,7.33,2017-10-01 01:30:00
9917,12719078627195044549,7.94,2017-10-01 01:38:00
9918,14678568322197973565,1.22,2017-10-01 02:36:00
9919,10900024606905108527,1.11,2017-10-01 03:29:00
9920,17576449181019754279,3.05,2017-10-01 04:04:00
9921,17216174300617968985,7.33,2017-10-01 09:01:00
9922,7889359420330288247,2.93,2017-10-01 09:11:00
9923,8964545476361898274,5.83,2017-10-01 09:34:00
9924,13635714636420537473,0.55,2017-10-01 10:11:00
9925,11714833363525581421,1.22,2017-10-01 10:17:00
9926,10140669389302872354,0.78,2017-10-01 10:53:00
9927,18339758861910163157,3.42,2017-10-01 10:56:00
9928,7320053874432677225,13.75,2017-10-01 11:11:00
9929,12430486868269927261,1.95,2017-10-01 11:13:00
9930,7037081295810051709,2.44,2017-10-01 11:13:00
9931,3885875280063216422,2.44,2017-10-01 11:24:00
9932,9371396459328798425,8.55,2017-10-01 11:25:00
9933,1528449234601943033,6.11,2017-10-01 11:29:00
9934,17282053199451362217,3.05,2017-10-01 11:34:00
9935,13616873320039846292,1.33,2017-10-01 11:46:00
9936,1561464716137046754,0.92,2017-10-01 12:01:00
9937,16276592480425307119,8.25,2017-10-01 12:02:00
9938,3478499527049124258,7.33,2017-10-01 12:06:00
9939,15577552277410926643,1.34,2017-10-01 12:17:00
9940,9952410608049761025,2.75,2017-10-01 12:19:00
9941,2437704015585674312,1.65,2017-10-01 12:24:00
9942,10994343720397617562,1.28,2017-10-01 12:24:00
9943,15714641467440266926,3.67,2017-10-01 12:31:00
9944,2993345703076438291,0.37,2017-10-01 12:32:00
9945,5442320840135322050,2.44,2017-10-01 12:36:00
9946,17132401479637319779,5.13,2017-10-01 12:53:00
9947,4470413981559720404,1.47,2017-10-01 13:04:00
9948,18037001539512706611,2.44,2017-10-01 13:09:00
9949,1279030626958690720,0.46,2017-10-01 13:15:00
9950,4775888441514404003,5.38,2017-10-01 13:26:00
9951,16044522835211772804,1.17,2017-10-01 13:32:00
9952,11861989471643888492,4.44,2017-10-01 13:42:00
9953,3983337649681982430,0.55,2017-10-01 13:42:00
9954,1658392646152836924,0.18,2017-10-01 13:43:00
9955,16056268618098904211,3.05,2017-10-01 13:44:00
9956,11817469444500765019,0.18,2017-10-01 13:46:00
9957,2684121371831725362,8.55,2017-10-01 13:49:00
9958,9290586676786683903,1.22,2017-10-01 13:50:00
9959,3387730671373728156,0.61,2017-10-01 14:12:00
9960,11882563607871036870,3.85,2017-10-01 14:14:00
9961,5817818089716569942,8.55,2017-10-01 14:20:00
9962,16812369958077175784,1.83,2017-10-01 14:49:00
9963,11759657157134824020,3.54,2017-10-01 14:55:00
9964,3478499527049124258,2.44,2017-10-01 14:59:00
9965,2637974727548888445,8.25,2017-10-01 15:09:00
9966,5817818089716569942,4.28,2017-10-01 15:10:00
9967,7651151359930661400,4.4,2017-10-01 15:12:00
9968,5306909443534200282,19.55,2017-10-01 15:27:00
9969,1275789916120505712,24.44,2017-10-01 15:30:00
9970,12632319134828872825,3.36,2017-10-01 16:02:00
9971,1457537016336779203,9.78,2017-10-01 16:11:00
9972,7159046031078267112,3.05,2017-10-01 16:16:00
9973,17289002085769951805,4.89,2017-10-01 16:20:00
9974,5466797489048083406,1.4,2017-10-01 16:23:00
9975,9278818887170342903,2.75,2017-10-01 16:31:00
9976,11759657157134824020,1.77,2017-10-01 16:33:00
9977,12289099086031509677,2.44,2017-10-01 16:37:00
9978,10174993359816209907,6.11,2017-10-01 16:50:00
9979,11920452646463905188,0.61,2017-10-01 16:56:00
9980,7457406656127953930,0.73,2017-10-01 17:03:00
9981,14463734194200231804,3.05,2017-10-01 17:18:00
9982,11927872023668643597,6.72,2017-10-01 17:21:00
9983,16262541881590721857,1.22,2017-10-01 17:32:00
9984,16262541881590721857,1.22,2017-10-01 17:44:00
9985,12886942195294401921,0.37,2017-10-01 17:49:00
9986,14265081595505794148,1.22,2017-10-01 17:56:00
9987,7186795736716183569,2.2,2017-10-01 18:00:00
9988,1337134478078236291,3.36,2017-10-01 18:07:00
9989,16159633307261186814,4.89,2017-10-01 18:21:00
9990,9533832226170852050,2.44,2017-10-01 18:24:00
9991,5007889578824027972,2.44,2017-10-01 18:50:00
9992,15959614049193208504,0.55,2017-10-01 19:04:00
9993,12000785085779374807,1.53,2017-10-01 19:05:00
9994,9040769733283768484,2.57,2017-10-01 19:37:00
9995,4917512707980000743,0.37,2017-10-01 19:52:00
9996,14222600635253615119,2.14,2017-10-01 19:54:00
9997,16943258890121824949,1.47,2017-10-01 20:04:00
9998,3647826521829942694,5.55,2017-10-01 20:11:00
9999,16006104229590938104,4.89,2017-10-01 20:17:00
10000,11713094750533142975,6.11,2017-10-01 20:22:00
10001,13704320827216643598,1.83,2017-10-01 20:23:00
10002,16913121592020992833,0.61,2017-10-01 20:41:00
10003,9870743707663403466,8.07,2017-10-01 20:42:00
10004,1807908401738047520,4.59,2017-10-01 20:47:00
10005,220825522959699369,3.67,2017-10-01 20:48:00
10006,9659294026734278256,1.59,2017-10-01 20:50:00
10007,7513495123816067578,2.44,2017-10-01 20:56:00
10008,5616796312681542945,1.53,2017-10-01 21:16:00
10009,15493781586852162202,0.55,2017-10-01 21:27:00
10010,9028307721967660631,1.83,2017-10-01 21:28:00
10011,18367837557029079712,8.55,2017-10-01 21:30:00
10012,13438630160521020346,1.1,2017-10-01 21:32:00
10013,7180510701960776763,1.22,2017-10-01 21:39:00
10014,16576714627513319022,8.33,2017-10-01 21:43:00
10015,12727930046312831424,1.1,2017-10-01 21:51:00
10016,1675030641414071781,1.65,2017-10-01 21:53:00
10017,14515543002089925503,6.72,2017-10-01 21:54:00
10018,12067053700396708329,1.83,2017-10-01 22:10:00
10019,12286507697544918867,1.22,2017-10-01 22:21:00
10020,9706874100232828141,0.55,2017-10-01 22:24:00
10021,9808342515804007758,1.22,2017-10-01 22:24:00
10022,7196764118219350282,1.83,2017-10-01 22:27:00
10023,4227532791644311030,3.05,2017-10-01 22:32:00
10024,7251094407534606523,3.54,2017-10-01 22:44:00
10025,15453342901977026335,0.55,2017-10-01 22:58:00
10026,9761905214027519134,6.11,2017-10-01 23:14:00
10027,7354871262036253468,3.67,2017-10-01 23:24:00
10028,15116373908434870038,0.55,2017-10-01 23:24:00
10029,157822634731947518,6.11,2017-10-01 23:43:00
10030,1212033457397603361,0.55,2017-10-01 23:46:00
10031,5414527839334648557,0.18,2017-10-02 00:13:00
10032,13448172278091674550,2.44,2017-10-02 00:18:00
10033,3219035812560579794,2.87,2017-10-02 00:32:00
10034,4951136755024611098,2.2,2017-10-02 01:00:00
10035,4611861479102336899,8.55,2017-10-02 01:29:00
10036,6004691632216261481,1.34,2017-10-02 08:05:00
10037,14171401573630729225,9.78,2017-10-02 08:42:00
10038,15332099560383973059,6.11,2017-10-02 08:47:00
10039,14643169960572913410,1.83,2017-10-02 09:00:00
10040,15037718631560283015,4.58,2017-10-02 09:19:00
10041,8891476403835086693,5.74,2017-10-02 09:33:00
10042,4290931744131607354,1.47,2017-10-02 09:35:00
10043,6506799708137739935,4.58,2017-10-02 09:39:00
10044,4094622469333000178,7.78,2017-10-02 09:46:00
10045,10399730562072630031,1.22,2017-10-02 09:46:00
10046,15115335780374448135,4.28,2017-10-02 09:58:00
10047,3661898076570227658,9.78,2017-10-02 10:07:00
10048,9207991124558592275,6.11,2017-10-02 10:21:00
10049,9678576495871546121,1.1,2017-10-02 10:25:00
10050,5626372481103668264,7.33,2017-10-02 10:32:00
10051,2551148886141288278,2.14,2017-10-02 10:33:00
10052,7320053874432677225,1.83,2017-10-02 10:34:00
10053,6386614056149438827,2.69,2017-10-02 10:34:00
10054,14525153622133504294,1.47,2017-10-02 10:36:00
10055,8853114000335940720,17.11,2017-10-02 10:44:00
10056,9207991124558592275,6.11,2017-10-02 10:44:00
10057,9504282974643563330,1.1,2017-10-02 10:53:00
10058,11665650466359090669,4.58,2017-10-02 10:57:00
10059,228379563587210523,0.49,2017-10-02 11:01:00
10060,12300193030977787841,3.89,2017-10-02 11:04:00
10061,11920452646463905188,3.67,2017-10-02 11:07:00
10062,7611571101796206396,3.05,2017-10-02 11:08:00
10063,13225314297286060583,1.28,2017-10-02 11:08:00
10064,17078780098988754025,1.34,2017-10-02 11:12:00
10065,5457040980857461272,1.65,2017-10-02 11:19:00
10066,1457537016336779203,9.78,2017-10-02 11:20:00
10067,10063434363559481989,1.47,2017-10-02 11:24:00
10068,1804966216514720305,5.64,2017-10-02 11:24:00
10069,6731421022966725351,5.93,2017-10-02 11:35:00
10070,18304619185431465960,2.72,2017-10-02 11:37:00
10071,13525646887041256165,3.05,2017-10-02 11:37:00
10072,14087822277991411775,4.64,2017-10-02 11:45:00
10073,7968005176945165350,1.17,2017-10-02 11:45:00
10074,2276755474897127212,1.22,2017-10-02 11:57:00
10075,9743858640251979151,2.75,2017-10-02 11:59:00
10076,17900815244937995066,7.94,2017-10-02 12:13:00
10077,7704730319693060397,3.67,2017-10-02 12:15:00
10078,11187266550909558267,6.42,2017-10-02 12:29:00
10079,12575934455615211694,0.55,2017-10-02 12:30:00
10080,4156259522581288389,5.5,2017-10-02 12:32:00
10081,12300193030977787841,1.94,2017-10-02 12:33:00
10082,8147297280187363743,1.37,2017-10-02 12:36:00
10083,2115980862803386260,2.44,2017-10-02 12:41:00
10084,3601099419845979773,14.67,2017-10-02 12:41:00
10085,224443726942418766,1.1,2017-10-02 12:45:00
10086,1582014559700991760,6.11,2017-10-02 12:52:00
10087,16529604899589726293,7.33,2017-10-02 12:56:00
10088,13888745432979765063,0.61,2017-10-02 13:04:00
10089,7152684286174102085,3.67,2017-10-02 13:25:00
10090,5157395720824020987,15.09,2017-10-02 13:30:00
10091,12848799056143536720,4.89,2017-10-02 13:30:00
10092,11175181984601951287,11.0,2017-10-02 13:34:00
10093,1689832319593974882,3.05,2017-10-02 13:45:00
10094,851887389278384148,0.98,2017-10-02 13:47:00
10095,4353003245880808719,1.22,2017-10-02 13:50:00
10096,11903629758360142174,3.89,2017-10-02 13:55:00
10097,15061970079056805254,0.37,2017-10-02 13:57:00
10098,13444092817049362305,2.44,2017-10-02 14:04:00
10099,771004267979090454,7.33,2017-10-02 14:06:00
10100,9367757635095589952,0.61,2017-10-02 14:20:00
10101,5009053502302186646,1.83,2017-10-02 14:20:00
10102,9367757635095589952,0.61,2017-10-02 14:25:00
10103,10519676916632811066,5.5,2017-10-02 14:33:00
10104,7457406656127953930,6.23,2017-10-02 14:33:00
10105,12300193030977787841,1.94,2017-10-02 14:40:00
10106,10553405194652479545,1.53,2017-10-02 14:45:00
10107,14536951098471453701,34.22,2017-10-02 14:45:00
